gene_ID	log10_9am	pvalue_9am	log10_9pm	pvalue_9pm
AT4G37000	0.028636409	0.055225837	-0.027003693	0.186433536
AT4G37040	0.004678922	1	-0.009488851	0.38200858
AT4G37100	0.010932599	0.185530142	-0.058667345	1
AT4G37200	-0.006200502	1	-0.065523391	1
AT4G37270	0.089494683	0.063385945	0.001315291	1
AT4G37300	-0.000943649	1	-0.064279748	1
AT4G37470	0.092062397	1	0.000804623	0.468407737
AT4G37510	0.094319093	1	0.07571012	1
AT4G37550	0.018548509	0.147216555	-0.01220924	1
AT4G37560	0.014630812	0.159655758	0.001543565	1
AT4G37640	-0.001664285	1	0.018844431	1
AT4G37760	0.128575592	1	0.000804623	0.468407737
AT4G37800	0.004361838	0.313100831	-0.001030889	0.469427278
AT4G37830	0.012533961	1	0.007361902	1
AT4G37870	-0.010597321	1	-0.019658927	0.107444682
AT4G37910	0.003446301	0.397698596	0.000961913	0.462670529
AT4G37925	-0.003090472	0.421504898	-0.002830319	0.383382821
AT4G37930	0.000663375	0.467857277	-0.004189643	0.281047377
AT4G37980	0.006727413	0.244756436	-0.017234397	0.056879563
AT4G37990	0.010932599	0.185530142	0.176057606	1
AT4G38100	0.010932599	0.185530142	-0.116470136	1
AT4G38220	-0.000632961	0.476323275	-0.010604035	0.198685258
AT4G38225	0.019137501	0.211745156	0.008966663	0.237774191
AT4G38350	-0.012538164	0.000691551	-0.01929946	0.089301975
AT4G38370	0.130097968	1	-0.109046852	1
AT4G38420	0.132653544	1	0.115970453	1
AT4G38460	0.004098192	0.336430817	-0.006909932	0.337453213
AT4G38510	0.010925329	0.095022354	-0.004882067	0.336378282
AT4G38540	0.010932599	0.185530142	0.063783292	1
AT4G38550	0.010932599	0.185530142	0.112647282	1
AT4G38580	0.010932599	0.185530142	0.000804623	0.468407737
AT4G38600	0.000377623	1	0.024696785	0.290478648
AT4G38630	0.004261759	0.332594141	-0.011164914	0.335471843
AT4G38680	0.181647244	1	-0.161021168	1
AT4G38690	0.019154321	1	-0.099971989	1
AT4G38710	0.002163086	0.470196355	-0.001696101	0.473155057
AT4G38740	-0.008949924	0.224898094	-0.012157975	0.154939158
AT4G38780	0.003513164	1	-0.109092792	1
AT4G38800	0.0145005	1	0.001622786	0.445609251
AT4G38810	-0.006438063	1	-0.001695243	0.469386174
AT4G38880	0.004800167	1	0.120449425	0.000715069
AT4G38890	-0.07282405	1	0.000804623	0.468407737
AT4G38970	-0.007456529	0.099956299	0.006638077	0.122711866
AT4G39040	0.113156621	1	0.000804623	0.468407737
AT4G39080	0.0021703	0.449926358	-0.00798744	0.357880946
AT4G39090	0.010932599	0.185530142	0.103394481	1
AT4G39100	0.10652037	1	0.000804623	0.468407737
AT4G39120	0.118060931	1	-0.014138868	1
AT4G39150	0.009055234	0.271600433	0.000692452	0.491506441
AT4G39200	-0.024787228	0.094761264	-0.01701209	0.048624215
AT4G39210	0.039635676	0.044597885	-0.008951447	1
AT4G39260	0.012609289	0.104244476	-0.02153136	0.019337923
AT4G39280	0.015260089	0.296764514	-0.002867005	0.387996316
AT4G39330	0.013042124	0.363672464	-0.009122938	0.424334279
AT4G39420	0.010932599	0.185530142	0.126011941	1
AT4G39460	0.01100525	0.390657433	-0.002490573	0.460816897
AT4G39520	0.014050082	0.058019212	0.011215517	1
AT4G39540	0.047373528	1	0.000804623	0.468407737
AT4G39640	0.114387162	1	0.003232258	0.445178365
AT4G39660	0.020037789	0.007410767	-0.016605638	0.25292186
AT4G39680	-0.001200859	1	-0.013091167	0.210474664
AT4G39690	-0.000365781	0.491817978	0.014930483	0.260323767
AT4G39710	0.011775513	0.179645406	-0.017526215	0.291748987
AT4G39730	0.009189482	0.015390114	-0.004148081	0.399866781
AT4G39800	0.019526784	0.172426849	-0.024511905	0.096146507
AT4G39850	0.010932599	0.185530142	0.02759191	1
AT4G39890	0.003295414	0.355133943	-0.005370311	1
AT4G39940	0.010932599	0.185530142	0.114882939	1
AT4G39960	0.01877733	0.111366181	0.019977949	0.129477818
AT4G39970	0.002955005	0.433265745	-0.016469747	0.127079765
AT4G39980	0.014515169	0.207382593	-0.007058265	0.350893312
AT4G39990	-0.002686191	1	0.000804623	0.468407737
AT4G40030	-0.014529634	0.195664883	0.006641313	0.336844558
AT4G40040	-0.014529634	0.195664883	0.006641313	0.336844558
AT5G01010	0.00517818	1	0.019635701	0.205658304
AT5G01110	0.116765145	1	0.000804623	0.468407737
AT5G01170	0.154604176	1	0.000804623	0.468407737
AT5G01220	0.007806375	0.000157961	0.019553771	0.133762217
AT5G01410	0.001401571	0.448179215	0.000255289	0.489064396
AT5G01460	0.010932599	0.185530142	-0.089265973	1
AT5G01500	0.096523328	0.041480408	0.000804623	0.468407737
AT5G01530	0.016266601	0.081978314	0.016849899	0.093635182
AT5G01590	0.033814817	1	0.000804623	0.468407737
AT5G01600	-0.014438848	0.090456008	-0.024477982	0.265845902
AT5G01650	0.067577148	1	-0.033974432	0.061467041
AT5G01750	0.132190503	0.059292038	-0.004544675	0.349112724
AT5G01920	0.034473227	0.215857456	0.005598696	0.314658807
AT5G02100	0.045194038	1	0.028380309	1
AT5G02120	0.0214925	1	0.001606799	1
AT5G02160	0.000161845	0.495625054	-0.012104692	0.13663025
AT5G02240	-0.011045829	0.040806476	-0.017249551	0.111476622
AT5G02250	0.010932599	0.185530142	0.000804623	0.468407737
AT5G02260	0.162031944	1	0.000804623	0.468407737
AT5G02450	-0.005166819	0.334542728	-0.022665754	0.106146203
AT5G02490	-0.00518275	0.287238428	-0.014392225	0.137044101
AT5G02500	-0.00103818	0.434480544	-0.006567166	0.08678793
AT5G02530	0.004263188	1	-0.005822315	0.265736144
AT5G02560	-0.1475983	1	-0.121801724	1
AT5G02570	0.003745638	0.390495137	-0.00068022	0.478166619
AT5G02610	-0.004125468	0.306193937	-0.001021505	0.463058553
AT5G02770	0.054903555	1	0.014669673	1
AT5G02790	-0.003656986	0.278561552	-0.012581189	0.251760329
AT5G02870	0.002649802	0.33095996	-0.011221036	0.164567781
AT5G02940	0.025389157	0.044212837	0.017528465	0.120231429
AT5G02960	-0.027037231	0.103326858	-0.010162289	0.375087423
AT5G03040	0.025044543	0.125439895	0.000804623	0.468407737
AT5G03160	0.12001265	0.052415547	0.00452549	1
AT5G03240	0.003985263	0.390315998	-0.0174986	0.104305576
AT5G03280	0.04693113	1	-0.065490085	0.126064749
AT5G03290	0.015616066	0.02341786	-0.010324067	0.256632306
AT5G03300	0.004008918	0.410174447	-0.037800092	0.027863391
AT5G03340	0.008911248	0.199507397	-0.007583563	0.21759073
AT5G03350	0.015357606	0.109308761	0.005134863	0.325728136
AT5G03370	0.010932599	0.185530142	0.10071937	1
AT5G03406	0.010932599	0.185530142	0.022139105	1
AT5G03430	-0.05400182	1	-0.017782751	1
AT5G03455	0.129498452	1	-0.126907214	1
AT5G03520	0.00110859	0.429368777	-0.012530174	0.222524045
AT5G03540	0.110410255	0.005703074	0.083087781	1
AT5G03630	0.003222805	0.249653531	-0.009818376	0.359161078
AT5G03650	0.031511288	0.057007423	-0.016827354	0.122887254
AT5G03660	-0.101761074	1	-0.008123733	1
AT5G03690	0.000770795	0.485178524	0.017899795	0.330998957
AT5G03740	0.0954579	0.023765291	-0.005861748	1
AT5G03850	0.012535228	0.248254023	0.00411611	0.390240749
AT5G03880	0.003171626	0.457253013	-0.014835878	0.222033252
AT5G03900	5.98446E-05	0.496352709	0.00129116	0.47726647
AT5G03910	0.026352809	1	0.000804623	0.468407737
AT5G03940	-0.003392706	0.39331749	-0.006247416	0.274638855
AT5G04130	-0.004928986	0.220639366	0.002117587	1
AT5G04140	0.002197553	0.267302799	0.006340771	0.22513577
AT5G04230	-0.007912969	0.35633263	-0.007657335	0.356871416
AT5G04260	0.000897452	1	-0.003982103	0.417439957
AT5G04280	0.010932599	0.185530142	0.000804623	0.468407737
AT5G04360	-0.018719624	0.22797249	-0.020781777	0.041133629
AT5G04420	0.050903388	1	-0.095371027	1
AT5G04430	0.010093613	0.05114325	-0.012588956	0.040530046
AT5G04440	0.014146089	1	0.032574633	0.137336999
AT5G04590	-0.001176479	0.425828355	-0.00066417	0.46669142
AT5G04710	-0.024311079	1	-0.005521126	1
AT5G04740	0.010339937	0.13514161	-0.026474559	0.162344074
AT5G04750	0.091647321	1	0.000804623	0.468407737
AT5G04800	0.010708779	0.071778372	-0.016161575	0.088042159
AT5G04830	0.024756121	0.029332641	-0.008858204	0.325156382
AT5G04885	-0.062458088	1	-0.036862158	1
AT5G04890	0.157266652	0.005423018	0.000804623	0.468407737
AT5G04900	0.017761523	0.114830965	-0.002432519	0.476856019
AT5G04920	0.089820343	1	-0.099588038	1
AT5G04990	0.084588865	0.021601411	0.044417659	1
AT5G05000	0.013865559	0.262216839	0.022286393	0.14883003
AT5G05010	0.008714092	0.214818025	-0.002063938	0.41307344
AT5G05170	0.087501275	1	0.000804623	0.468407737
AT5G05200	0.130685473	1	-0.018795623	0.043936412
AT5G05270	0.100358192	0.090486504	-0.127113682	1
AT5G05470	0.010932599	0.185530142	0.014602337	1
AT5G05480	0.010932599	0.185530142	0.111260516	1
AT5G05520	0.001957054	1	0.004627165	1
AT5G05590	0.084381803	1	-0.104430255	1
AT5G05600	0.010932599	0.185530142	0.11171343	1
AT5G05730	0.02140974	0.204159325	0.026974993	1
AT5G05740	0.008503014	1	0.000578028	0.479244563
AT5G05780	-0.00770313	0.199773121	-0.008804446	0.167760184
AT5G05860	0.100118866	1	0.000804623	0.468407737
AT5G05980	0.01666538	1	0.005004658	0.364263779
AT5G06000	0.010932599	0.185530142	-0.030276795	1
AT5G06060	0.006240698	0.324021525	-0.011824592	0.272214566
AT5G06110	0.08767169	0.012555329	0.000804623	0.468407737
AT5G06140	0.097524707	1	0.076259598	1
AT5G06160	0.082194906	0.011787784	0.097489542	1
AT5G06220	0.145412803	1	0.000804623	0.468407737
AT5G06260	0.010932599	0.185530142	0.000804623	0.468407737
AT5G06290	0.001246079	0.387327014	0.006182745	0.244640111
AT5G06320	0.135472125	0.01407436	0.027834683	0.127411341
AT5G06410	0.010932599	0.185530142	0.000804623	0.468407737
AT5G06460	-0.049304838	1	0.007301838	0.383574007
AT5G06530	0.099814314	0.036627826	0.015677084	0.114766896
AT5G06580	0.009444773	0.25622049	-0.010257559	0.346079204
AT5G06600	0.000189572	0.494424504	-0.027416145	0.139133596
AT5G06670	0.07885937	1	0.000804623	0.468407737
AT5G06690	0.142353656	1	0.009539205	0.237633026
AT5G06740	0.010932599	0.185530142	0.000804623	0.468407737
AT5G06870	0.035254713	0.088466585	-0.012077883	0.197894375
AT5G06970	0.10810358	1	0.000804623	0.468407737
AT5G07020	-0.200560651	1	0.000804623	0.468407737
AT5G07030	0.010246023	0.306942319	-0.028825032	0.132626442
AT5G07090	0.001377307	0.452612514	-0.022203569	0.067667528
AT5G07120	0.094060151	1	0.000804623	0.468407737
AT5G07300	0.125178817	0.026828411	-0.009363518	0.061530021
AT5G07320	0.010932599	0.185530142	-0.062414565	1
AT5G07340	0.014677408	0.244728527	-0.019121913	0.06138181
AT5G07350	0.004831867	0.285347076	-0.012344683	0.093419456
AT5G07370	0.042840187	1	0.000804623	0.468407737
AT5G07440	0.022314147	0.109590292	-0.011772257	0.120605427
AT5G07460	0.063665946	1	0.025540116	1
AT5G07470	0.123630456	1	-0.138396746	1
AT5G07740	0.176144891	0.120246474	0.000804623	0.468407737
AT5G07830	0.010932599	0.185530142	-0.031767782	1
AT5G07910	0.144164297	1	0.092845803	1
AT5G08040	-0.125476317	0.000353426	-0.127247106	1
AT5G08050	-0.001838053	0.400485552	0.00743914	0.196905349
AT5G08060	0.05221875	0.105023932	-0.037964738	0.066893629
AT5G08080	0.130961359	0.004046886	-0.023192974	1
AT5G08100	-0.110829553	1	0.030219802	0.236591023
AT5G08180	0.010932599	0.185530142	-0.013906233	1
AT5G08260	-0.008670094	0.176131233	-0.02866842	1
AT5G08280	-0.005363373	0.345551281	-0.008205398	0.132860278
AT5G08300	-0.001882884	0.443618071	-0.012923233	0.197949658
AT5G08370	0.05322116	1	0.001008504	0.443515982
AT5G08380	0.00691237	0.31556671	-0.011913293	0.283212993
AT5G08410	-0.029511941	0.156100759	0.00709507	0.105751519
AT5G08450	0.087211164	0.057191912	0.000804623	0.468407737
AT5G08530	0.014032923	0.197791013	-0.016530647	0.225502363
AT5G08540	0.003673596	0.38633261	-0.013426528	0.16978702
AT5G08570	0.006873901	0.373827432	-0.003583425	0.444640203
AT5G08580	-0.100077008	1	0.000804623	0.468407737
AT5G08590	0.155336752	1	-0.021944252	0.072762656
AT5G08610	0.102857771	0.023282311	0.000804623	0.468407737
AT5G08640	0.00090679	0.490204118	-0.111393311	1
AT5G08650	0.007134026	0.118291962	0.000779604	0.474109095
AT5G08670	-0.003695739	0.310366415	-0.004562053	0.30136635
AT5G08680	-0.003695739	0.310366415	-0.004562053	0.30136635
AT5G08690	-0.003695739	0.310366415	-0.004562053	0.30136635
AT5G08740	0.025280843	0.027507073	0.00292026	0.438669124
AT5G09500	-0.008409288	1	0.185901581	0.052066011
AT5G09510	-0.006716617	0.33691952	0.01839422	0.26724528
AT5G09550	-0.003403868	0.390475302	0.009770364	1
AT5G09590	-0.001146455	0.464093469	-0.025484859	0.035343249
AT5G09620	0.101430255	0.031947875	0.047013221	1
AT5G09650	0.006297243	0.061123335	-0.012213267	0.063523478
AT5G09660	-0.000707578	0.430443728	-0.00029338	0.487875761
AT5G09810	0.009168085	0.195570996	-0.00480798	0.208662882
AT5G09870	0.010932599	0.185530142	0.000804623	0.468407737
AT5G09880	0.010932599	0.185530142	0.000804623	0.468407737
AT5G09890	0.010932599	0.185530142	-0.085519815	1
AT5G09900	0.013169977	0.061243991	-0.011872263	0.205756984
AT5G10010	0.005316012	1	0.041269746	1
AT5G10160	0.036192716	0.070228544	0.016018434	0.028047281
AT5G10170	0.018366941	0.276064593	-0.024423592	0.009582528
AT5G10240	0.015802246	1	0.018089401	1
AT5G10260	0.012610628	0.138907194	-0.023595997	1
AT5G10270	0.123024488	1	-0.000459396	0.492261679
AT5G10330	0.015659174	0.317370243	-0.01152637	0.194561057
AT5G10360	-0.001209633	0.454110919	-0.016600227	0.093575699
AT5G10390	-0.01158522	0.162688482	0.011897872	0.233517971
AT5G10400	-0.01158522	0.162688482	0.011897872	0.233517971
AT5G10450	0.008195212	0.1659025	-0.002152118	0.42558193
AT5G10460	0.010932599	0.185530142	-0.048914243	1
AT5G10470	0.000178907	0.493646471	0.007086231	0.160670034
AT5G10530	0.010932599	0.185530142	0.000804623	0.468407737
AT5G10540	0.007984425	0.159807006	-0.008932498	0.162491777
AT5G10560	0.113492335	0.012997146	-0.019620402	1
AT5G10730	0.010932599	0.185530142	0.022211737	0.316328719
AT5G10740	0.010932599	0.185530142	0.124160525	1
AT5G10840	-0.00670037	0.312568649	-0.004259304	0.312293682
AT5G10860	0.008362058	0.103616429	-0.011454345	0.287761409
AT5G10870	0.113612246	0.012954046	0.093027588	1
AT5G10920	0.030542352	0.065764281	0.013762668	0.182509604
AT5G10950	0.010932599	0.185530142	0.087167553	1
AT5G10980	-0.014529634	0.195664883	0.006641313	0.336844558
AT5G11040	0.074553096	1	0.000804623	0.468407737
AT5G11060	0.010932599	0.185530142	0.130354396	1
AT5G11110	-0.108331127	1	-0.142419547	1
AT5G11150	0.102602242	0.069603646	-0.012633564	0.340506884
AT5G11170	0.012951305	0.178242053	-0.030666983	0.12383187
AT5G11180	0.127525856	1	0.000804623	0.468407737
AT5G11200	0.012951305	0.178242053	-0.030666983	0.12383187
AT5G11330	0.051960267	0.098372127	0.014461757	0.20318306
AT5G11340	0.147792477	1	-0.00312273	1
AT5G11390	0.010932599	0.185530142	0.000804623	0.468407737
AT5G11420	-0.005854797	0.3244931	-0.003229723	0.434074633
AT5G11430	0.010932599	0.185530142	-0.189223084	1
AT5G11450	-0.000741972	0.466798739	-0.016249485	0.212595512
AT5G11480	0.010932599	0.185530142	0.000804623	0.468407737
AT5G11490	0.023251555	1	-0.054443111	1
AT5G11500	0.010932599	0.185530142	-0.099912511	1
AT5G11520	0.014733257	0.118967107	0.003392455	0.390916071
AT5G11560	0.040294544	0.220442235	0.006291581	0.368233716
AT5G11580	0.131916769	0.004299314	0.000804623	0.468407737
AT5G11670	0.049846	0.061902268	0.047858831	0.056140852
AT5G11680	0.011332852	1	0.000804623	0.468407737
AT5G11710	-0.01202881	0.346172512	0.003451608	0.370112866
AT5G11720	0.000902078	0.47899382	-0.001484644	0.467709669
AT5G11770	0.033178784	0.17462059	0.032694504	0.039580598
AT5G11810	0.010932599	0.185530142	-0.087309691	1
AT5G11880	0.001135871	0.439404065	-0.019211775	0.082505767
AT5G11900	0.010932599	0.185530142	-0.019377951	0.352972798
AT5G11950	0.135500458	1	0.118833445	1
AT5G12040	0.005179754	0.34731748	0.00986183	0.213250985
AT5G12110	-0.024594521	0.127084808	0.012264388	0.331551796
AT5G12140	-0.002589858	0.352425356	0.002713915	0.474424387
AT5G12150	0.010932599	0.185530142	0.000804623	0.468407737
AT5G12200	-0.013137467	1	-0.015232449	0.345019961
AT5G12210	0.023283491	1	-0.143420664	1
AT5G12250	0.011648271	0.056445541	-0.008286352	0.249507769
AT5G12370	-0.008305772	0.117303471	0.011526284	0.177936521
AT5G12410	0.010932599	0.185530142	0.010411434	1
AT5G12470	-0.011981025	0.326083535	-0.008043086	0.205354951
AT5G12480	0.010932599	0.185530142	0.000804623	0.468407737
AT5G12860	0.004167734	0.32233796	0.007780058	0.263118429
AT5G12890	0.139414196	1	0.009647074	1
AT5G12940	0.099674571	1	0.023123356	1
AT5G12950	0.005476272	1	0.027006615	0.050162939
AT5G12960	0.127583736	0.019051582	0.036580725	1
AT5G13000	0.020525042	1	-0.110786879	1
AT5G13030	0.005499792	0.373990603	-0.018041017	0.061590184
AT5G13110	0.009416231	0.261872723	0.002230835	0.366613859
AT5G13120	-0.000880256	0.47783395	-0.009814738	0.330365392
AT5G13200	0.010932599	0.185530142	-0.105543723	1
AT5G13270	-0.04845072	1	0.000804623	0.468407737
AT5G13280	0.002910575	1	0.07410681	1
AT5G13300	0.151972441	1	0.000804623	0.468407737
AT5G13350	0.010932599	0.185530142	0.000804623	0.468407737
AT5G13360	0.008156707	1	0.024652886	1
AT5G13370	-0.002043885	1	0.030736414	1
AT5G13410	0.013762171	0.218902827	-0.002576598	0.433989767
AT5G13420	0.000479696	0.463419998	0.013696416	0.240671963
AT5G13430	-0.008255453	0.298119509	-0.001009237	0.45982005
AT5G13440	-0.008255453	0.298119509	-0.001009237	0.45982005
AT5G13450	0.000345599	0.490747419	-0.00758648	0.192565395
AT5G13490	-0.019156148	0.184174556	0.016167858	0.304787228
AT5G13510	-0.003493554	0.404227203	0.010939047	0.342889459
AT5G13520	0.010127171	1	0.000804623	0.468407737
AT5G13530	0.124849882	1	0.000804623	0.468407737
AT5G13550	0.010932599	0.185530142	-0.064708314	1
AT5G13560	0.010932599	0.185530142	0.000804623	0.468407737
AT5G13600	0.010932599	0.185530142	0.000804623	0.468407737
AT5G13630	0.008461421	0.072372954	-0.024352097	0.031206349
AT5G13640	-0.004631997	0.248116198	-0.008156895	0.367218412
AT5G13650	0.006865305	0.125271432	-0.021639406	0.153150094
AT5G13690	0.116257569	1	0.101061074	0.07286729
AT5G13710	0.011950493	0.196563329	-0.031698419	0.071371694
AT5G13720	-4.91E-05	1	0.154145317	0.000559598
AT5G13760	0.010932599	0.185530142	0.000804623	0.468407737
AT5G13780	0.164335256	1	0.000804623	0.468407737
AT5G13850	0.014982111	0.226182388	-0.01645519	0.230384384
AT5G13930	-0.005294165	0.421207151	-0.016214224	1
AT5G13980	-0.003810586	0.365855674	0.001845525	0.466952005
AT5G13990	0.053608576	1	0.000804623	0.468407737
AT5G14030	0.008190713	0.428038255	-0.013533974	0.290370257
AT5G14040	0.003345459	0.414373198	-0.004711059	0.404000388
AT5G14060	0.011563172	1	0.095340438	1
AT5G14100	0.131545206	1	0.026250593	1
AT5G14120	0.041302643	1	-0.012347923	1
AT5G14170	0.129873053	0.021485386	0.051374019	1
AT5G14200	-0.002646976	0.24669568	-0.006195981	0.316646589
AT5G14210	0.010932599	0.185530142	0.000804623	0.468407737
AT5G14220	0.021676266	0.153420431	0.010228961	0.186988878
AT5G14250	0.044895826	1	-0.106149579	1
AT5G14260	-0.000357031	0.479940707	0.009082421	0.177550997
AT5G14300	0.004832523	1	0.000804623	0.468407737
AT5G14320	0.007236097	0.036703174	0.009843739	0.224648481
AT5G14420	0.010932599	0.185530142	0.080357557	1
AT5G14430	0.139510171	0.011219517	-0.011310744	1
AT5G14460	0.162882645	1	0.000804623	0.468407737
AT5G14540	0.144720826	1	-0.015471062	1
AT5G14590	0.000439742	0.489585419	0.017917191	0.081937258
AT5G14610	0.0394552	1	-0.002682599	0.43756059
AT5G14660	0.055397479	0.198088557	0.004351072	0.403434015
AT5G14670	0.004716835	0.354811764	0.003157714	0.417014489
AT5G14740	-0.001374463	0.415490655	0.007810637	0.256516316
AT5G14780	0.013217102	0.0765841	-0.003959778	0.407045133
AT5G14800	0.0990073	1	-0.012877728	1
AT5G14910	0.006086115	0.192251673	-0.003721023	0.345118834
AT5G14920	0.010932599	0.185530142	-0.008261874	1
AT5G14950	0.010932599	0.185530142	-0.110734944	1
AT5G15070	-0.011455636	1	-0.02403048	1
AT5G15090	0.007371031	0.309521056	-0.008213472	0.244527217
AT5G15200	0.009058244	0.215640639	-0.001311259	0.464221148
AT5G15400	0.016718031	1	0.009092236	1
AT5G15450	-0.000185339	0.488385958	-0.011881672	0.052573669
AT5G15490	-0.007261672	0.221140254	-0.011224825	0.023415027
AT5G15520	0.005459584	0.254891428	-0.00140333	0.431824177
AT5G15530	0.162200385	0.042451999	-0.147153692	1
AT5G15610	0.010932599	0.185530142	-0.120099081	1
AT5G15650	0.004746965	0.237420856	-0.008065229	0.142227198
AT5G15680	0.010932599	0.185530142	0.135369	1
AT5G15700	0.068388452	1	0.000804623	0.468407737
AT5G15880	0.165732092	1	0.000804623	0.468407737
AT5G15910	-0.126865599	1	0.009575992	1
AT5G15970	-0.020699148	0.14477507	0.003896327	0.424761071
AT5G16010	-0.017883126	1	0.018461461	0.353973821
AT5G16040	0.054581801	1	0.000804623	0.468407737
AT5G16050	0.002295493	0.43212773	-0.012049154	0.274315937
AT5G16070	0.019306779	0.118287055	-0.00092809	0.466925389
AT5G16130	0.013634052	0.238219739	-0.001794875	0.46214343
AT5G16210	-0.186512332	1	0.000804623	0.468407737
AT5G16230	0.016134301	1	0.121801203	1
AT5G16240	0.003032051	0.407685903	-0.015423967	0.18577532
AT5G16290	-0.014238497	1	-0.004525492	1
AT5G16300	0.128742831	1	0.002638662	1
AT5G16370	0.010932599	0.185530142	0.000804623	0.468407737
AT5G16390	0.01611443	0.08761076	-0.008691523	0.262974352
AT5G16400	0.020346297	0.221204333	-0.013630045	0.215872664
AT5G16440	-0.017297381	0.283629175	-0.005904603	0.296346692
AT5G16450	0.000329237	0.491958533	0.022655209	0.234389769
AT5G16510	0.023434535	0.10138843	-0.01493939	1
AT5G16570	-0.004174195	0.35055888	-0.034373175	0.17657269
AT5G16590	0.008040955	0.31498268	0.000663991	0.482969107
AT5G16620	0.002384748	0.416028654	0.000570263	0.488548001
AT5G16660	-0.045476977	1	-0.028641618	1
AT5G16710	0.002271018	0.391261793	-0.005116017	0.328720665
AT5G16715	5.48325E-05	0.496408512	0.000593209	0.43343667
AT5G16730	0.00572528	1	-0.038375546	1
AT5G16840	0.030761764	0.179044186	-0.026391325	0.065487542
AT5G16880	0.000657693	1	0.047234176	0.097258526
AT5G16930	0.096024009	0.015893931	-0.030495399	1
AT5G16960	0.010932599	0.185530142	0.000804623	0.468407737
AT5G16970	0.030812022	0.071420767	-0.010147097	0.254154699
AT5G16980	0.054186253	0.084346027	0.001666929	0.486399308
AT5G16990	0.026682117	0.021227652	-0.033939598	0.187521212
AT5G17000	0.035557202	0.058250213	0.000522863	0.493820822
AT5G17020	0.023348267	1	0.097466144	0.041698695
AT5G17040	-0.014489072	0.150403071	-0.012846429	0.130218062
AT5G17050	0.004565346	0.431169752	-0.02516521	0.147042971
AT5G17170	-0.003726094	0.336387906	-0.000498483	0.47426072
AT5G17220	0.010932599	0.185530142	-0.145763644	1
AT5G17230	0.033297051	1	0.000804623	0.468407737
AT5G17310	0.004392807	0.294406498	-0.011852808	0.232881231
AT5G17330	0.016375733	0.168296402	0.003980071	0.435696508
AT5G17380	-0.003739714	0.417258477	0.010876835	0.30360562
AT5G17520	0.129055444	1	0.000804623	0.468407737
AT5G17523	0.129055444	1	0.000804623	0.468407737
AT5G17530	-0.000924113	0.404077966	-0.009539139	0.250504953
AT5G17550	-0.051704006	1	0.000804623	0.468407737
AT5G17560	-0.025692194	1	-0.044880817	0.120717655
AT5G17630	0.010932599	0.185530142	0.096022907	1
AT5G17670	-0.118950696	0.00011336	-0.048850714	1
AT5G17710	0.004205451	0.430793144	-0.000745102	0.462616919
AT5G17760	0.010932599	0.185530142	0.000804623	0.468407737
AT5G17770	-0.002459365	0.45176763	-0.018212814	0.130578366
AT5G17790	0.132653544	1	0.000804623	0.468407737
AT5G17870	-0.004832478	1	0.016502492	1
AT5G17920	-0.005427983	0.045083175	-0.006340375	0.329595909
AT5G17990	0.01444604	0.074627945	0.000451347	0.490885659
AT5G18100	0.017393549	1	0.000100045	1
AT5G18110	0.010932599	0.185530142	0.000804623	0.468407737
AT5G18170	0.032391607	0.110155748	0.001965059	0.406832693
AT5G18230	-0.002033016	1	-0.001850785	0.455351905
AT5G18280	0.005373948	1	-0.079627989	1
AT5G18360	0.010932599	0.185530142	0.082428228	1
AT5G18380	-0.006684814	0.386419924	0.001975674	0.417806402
AT5G18400	0.146520753	1	0.000804623	0.468407737
AT5G18420	0.01465295	0.174198779	-0.021004214	1
AT5G18480	0.010932599	0.185530142	0.126310472	1
AT5G18660	0.033642938	0.038660903	0.000391155	0.493907117
AT5G18900	0.071204249	1	0.000804623	0.468407737
AT5G19050	0.010932599	0.185530142	0.000804623	0.468407737
AT5G19140	-0.012232694	0.298992563	-0.0139041	0.249638413
AT5G19150	0.010932599	0.185530142	0.063783292	1
AT5G19180	0.002380566	0.451396033	-0.004456983	0.421312132
AT5G19220	0.005014523	0.194387568	-0.004958302	0.322519434
AT5G19320	0.010932599	0.185530142	-0.087278072	1
AT5G19350	-0.007740575	1	0.010970905	0.364443628
AT5G19370	0.007993238	0.210927049	-0.005422734	0.278334215
AT5G19440	0.020000352	0.208242888	-0.02335606	0.169662967
AT5G19450	0.010932599	0.185530142	0.000804623	0.468407737
AT5G19460	0.146610999	1	0.019426718	0.157033782
AT5G19470	0.010932599	0.185530142	-0.085920877	1
AT5G19510	0.005385841	0.386907236	0.006609964	0.419664364
AT5G19550	0.009035099	0.130777199	-0.002803181	0.389679167
AT5G19620	0.036863431	0.024094159	-0.027982924	0.241454303
AT5G19680	0.111186517	1	0.068769435	1
AT5G19690	0.040263338	1	0.145578509	1
AT5G19760	0.001717654	0.342800628	-0.002259336	0.405737899
AT5G19770	0.006037694	0.216183537	-0.011325277	0.029564931
AT5G19780	0.006037694	0.216183537	-0.011325277	0.029564931
AT5G19820	0.021941971	0.134311638	-0.011380637	0.293282844
AT5G19850	0.077090417	0.028495979	0.002067555	1
AT5G19860	0.000530412	0.490138781	0.029439642	1
AT5G19940	-0.01249594	0.216721722	0.013798932	0.253575532
AT5G19990	0.010718007	0.28725445	-0.003971156	0.309710296
AT5G20000	0.010718007	0.28725445	-0.003971156	0.309710296
AT5G20010	-0.002254332	0.348916728	0.002026672	0.456561877
AT5G20020	-0.006671237	0.259829006	-0.000899767	0.470162703
