gene_ID	log10_9am	pvalue_9am	log10_9pm	pvalue_9pm
AT1G65010	0.022088786	1	-0.025590951	1
AT1G65020	0.010932599	0.185530142	-0.011971628	1
AT1G65230	0.026177052	0.19930903	-0.013779928	0.312863872
AT1G65260	0.0127658	0.137677971	0.005248718	0.341914271
AT1G65270	-0.008345904	1	-0.005241061	0.375403485
AT1G65350	0.003985263	0.390315998	-0.0174986	0.104305576
AT1G65410	0.085342895	0.038966479	0.03325177	1
AT1G65540	0.010932599	0.185530142	0.007492673	1
AT1G65560	0.143048734	1	0.000804623	0.468407737
AT1G65590	0.02088734	0.271743092	0.019762579	0.2062946
AT1G65650	0.108382718	1	0.082874538	0.166975925
AT1G65700	0.010932599	0.185530142	0.088285097	1
AT1G65820	-0.000323348	0.474741057	0.002084975	0.464736659
AT1G65860	-0.07154127	1	0.134740262	1
AT1G65930	0.002388139	0.431772771	0.003474148	0.397098738
AT1G65960	0.006130272	0.332294745	0.000625957	0.482370176
AT1G65970	0.010932599	0.185530142	0.01086886	1
AT1G65980	-0.006485794	0.342998762	-0.020489791	0.184571072
AT1G66070	0.010932599	0.185530142	-0.033606132	1
AT1G66100	0.000724503	1	-0.174773111	1
AT1G66130	0.011159602	1	-0.02420761	1
AT1G66200	-0.008689281	0.388430696	-0.017497879	0.190085932
AT1G66240	-0.031830302	0.02621736	-0.00856347	0.437587553
AT1G66260	-0.016659391	0.174380729	-0.009842616	1
AT1G66270	0.010932599	0.185530142	0.148174707	1
AT1G66280	0.010932599	0.185530142	0.148174707	1
AT1G66410	0.035696798	1	-0.001265434	0.480188077
AT1G66430	-0.006292657	0.197766839	-0.016730558	0.021919411
AT1G66460	0.010932599	0.185530142	0.000804623	0.468407737
AT1G66520	0.128691069	1	0.116401231	0.011036904
AT1G66530	0.002857851	1	-0.033984846	1
AT1G66580	0.024595698	0.10621303	-0.011344431	0.17371939
AT1G66670	0.002789717	0.38472439	0.009847223	0.209436564
AT1G66680	0.010932599	0.185530142	0.000804623	0.468407737
AT1G66950	0.010932599	0.185530142	-0.122109091	1
AT1G66970	-0.000731942	0.463982556	-0.002405353	0.423294605
AT1G66980	0.001479449	1	-0.002104487	0.472778454
AT1G67090	-0.007041654	0.00770028	0.006892599	0.151284274
AT1G67120	0.010932599	0.185530142	0.128954797	1
AT1G67220	0.010932599	0.185530142	0.106330727	1
AT1G67230	0.119829627	0.021110633	-0.069585817	1
AT1G67280	0.010112843	0.145790581	-0.011914504	0.219097359
AT1G67350	-0.01969169	1	-0.01596297	0.104052152
AT1G67360	0.010932599	0.185530142	-0.058527329	1
AT1G67430	-0.019678917	1	-0.013999452	0.223710075
AT1G67550	-0.005535973	1	0.111894992	1
AT1G67650	0.000336985	1	-0.031802361	1
AT1G67680	-0.035854361	0.021331759	-0.022031417	0.083140882
AT1G67700	0.001740962	0.444418758	-0.003168234	0.449794898
AT1G67730	-0.029964019	1	0.006848753	0.360323624
AT1G67900	0.05552829	1	0.000804623	0.468407737
AT1G67930	-0.005812262	1	-0.017593007	1
AT1G68010	0.002068955	0.422935532	-0.000462669	0.487146948
AT1G68020	0.010932599	0.185530142	0.000804623	0.468407737
AT1G68060	0.101027783	1	0.000804623	0.468407737
AT1G68260	0.010932599	0.185530142	-0.070326121	1
AT1G68300	0.010932599	0.185530142	-0.016400084	1
AT1G68530	0.054825532	0.076224438	-0.00780307	1
AT1G68540	0.010932599	0.185530142	-0.097523638	1
AT1G68560	0.006431904	0.27221598	-0.010202377	0.192444486
AT1G68590	0.015504564	1	0.01261057	1
AT1G68600	0.010932599	0.185530142	-0.142402051	0.004572596
AT1G68660	-0.093936949	1	0.000804623	0.468407737
AT1G68760	0.069804935	1	-0.09430432	1
AT1G68790	0.124956121	1	0.085560598	1
AT1G68830	0.00700063	1	0.002425326	0.457118377
AT1G68930	-0.130977954	1	0.000804623	0.468407737
AT1G69200	0.108602452	0.010655241	0.072652376	1
AT1G69250	0.01559044	0.205316354	-0.037229734	0.19839392
AT1G69340	0.010932599	0.185530142	0.000804623	0.468407737
AT1G69410	-0.01189086	1	-0.036291211	1
AT1G69510	0.010932599	0.185530142	-0.113802771	1
AT1G69523	0.134554904	0.008058146	0.021597599	1
AT1G69530	0.187760203	1	0.146574623	1
AT1G69620	0.004617963	1	0.201738347	0.014332798
AT1G69740	-0.007743744	0.305620717	0.008323614	0.284326419
AT1G69800	-0.013932606	1	0.010253433	0.152011202
AT1G69830	0.006087061	0.324267852	-0.021290067	0.12535551
AT1G69840	0.019156019	1	-0.001710323	0.460189355
AT1G69960	0.129067752	0.009015994	-0.094189418	1
AT1G69990	0.075640781	1	0.000804623	0.468407737
AT1G70070	-0.004857234	1	0.006941685	1
AT1G70290	0.113156621	1	0.101547419	0.013229341
AT1G70310	0.008140636	0.216667209	-0.008784686	0.102932136
AT1G70320	0.001199634	0.445733934	0.005745236	0.312865491
AT1G70370	0.010932599	0.185530142	0.031085952	1
AT1G70410	-0.004393728	0.356815864	-0.01061275	0.25924516
AT1G70490	0.000613564	0.483981868	0.00457844	0.370183395
AT1G70570	0.004973991	1	0.023562634	0.022802101
AT1G70580	-0.002500935	0.442331814	-0.007665999	0.279359635
AT1G70600	0.001629926	0.454107196	-0.014621125	0.069173736
AT1G70610	0.008016623	0.418029303	0.018342518	0.257547157
AT1G70660	0.130974866	1	0.000804623	0.468407737
AT1G70730	0.010361733	0.251872003	0.002645355	0.431714366
AT1G70770	0.006816507	0.352675995	-0.001777596	0.343009157
AT1G70810	-0.009851524	1	0.006803623	0.212508069
AT1G70820	0.005432869	0.356706819	0.015868125	0.179034397
AT1G70830	-0.111652789	1	-0.018120157	1
AT1G70890	-0.006959631	0.384917406	-0.033278488	0.061877495
AT1G70940	0.010932599	0.185530142	0.000804623	0.468407737
AT1G70950	-0.0734331	1	0.000804623	0.468407737
AT1G70980	0.010932599	0.185530142	-0.105383897	1
AT1G71040	0.109711083	0.014710315	0.131448975	0.007739626
AT1G71170	0.010932599	0.185530142	0.000804623	0.468407737
AT1G71180	0.010932599	0.185530142	0.0775192	1
AT1G71220	0.002524572	0.454006899	-0.00411234	0.05107507
AT1G71310	0.010932599	0.185530142	0.000804623	0.468407737
AT1G71410	0.051225114	1	0.000804623	0.468407737
AT1G71480	0.010932599	0.185530142	0.147422288	1
AT1G71500	0.014072452	0.117353058	0.006627621	0.160451826
AT1G71695	0.008266886	0.2341935	-0.011348076	0.250604087
AT1G71720	0.137646833	0.042424249	0.024048737	1
AT1G71770	0.010932599	0.185530142	-0.013705185	0.197611366
AT1G71810	-0.01470433	1	0.10890177	0.06763447
AT1G71820	0.0335644	1	0.008898821	1
AT1G71840	0.114310287	1	0.095546375	1
AT1G71860	-0.006073523	0.423958909	-0.040578788	0.000411389
AT1G71920	0.015659174	0.317370243	-0.01152637	0.194561057
AT1G71950	0.112679494	0.021074112	-0.007802462	1
AT1G72140	0.010932599	0.185530142	0.000804623	0.468407737
AT1G72150	0.02726901	0.034875484	0.03208075	0.266453792
AT1G72160	0.104508363	1	-0.00290738	1
AT1G72170	0.172769268	1	0.000804623	0.468407737
AT1G72270	0.010932599	0.185530142	-0.091670916	1
AT1G72330	0.017879088	0.143644899	-0.008176317	0.272327674
AT1G72340	0.010932599	0.185530142	0.10088893	1
AT1G72370	0.014752356	0.031811673	-0.008480855	0.16003412
AT1G72520	-0.180946533	1	0.205342771	1
AT1G72550	0.027728776	0.116373187	0.010226705	0.314704835
AT1G72610	0.013814654	0.380115655	0.145103107	0.035981616
AT1G72640	0.003829939	0.385305697	-0.010825548	0.245154636
AT1G72660	-0.001371408	0.446329362	0.031839319	0.146296125
AT1G72680	0.136470175	1	0.126376345	1
AT1G72710	0.069288666	1	0.050728889	1
AT1G72730	-0.003579744	0.254338979	0.011631581	0.328517308
AT1G72750	0.010932599	0.185530142	-0.136572821	1
AT1G72810	0.00313268	0.459794195	-0.001249616	0.471387575
AT1G72880	-0.109239453	1	-0.013801882	0.268914126
AT1G72910	0.037167968	1	-0.009421998	1
AT1G72930	0.037167968	1	-0.009421998	1
AT1G72960	0.137260834	1	0.000804623	0.468407737
AT1G72970	0.014735352	0.18969052	0.033660499	1
AT1G73060	-0.003469016	0.438032513	-0.008822878	0.278243523
AT1G73110	0.011406187	0.27139315	-0.008592454	0.295931752
AT1G73170	-0.027752327	1	0.012230466	1
AT1G73180	0.005762642	0.44766341	-0.069942161	1
AT1G73230	-0.004777017	0.425423933	-0.021517882	0.124127762
AT1G73250	0.025498302	0.085182382	0.007280667	0.431038805
AT1G73370	0.129694609	1	0.000413418	1
AT1G73390	0.09683864	1	0.000804623	0.468407737
AT1G73430	0.010932599	0.185530142	-0.069644367	1
AT1G73600	0.035301286	0.132747842	0.017902243	0.14318666
AT1G73650	0.164068905	1	0.120701727	1
AT1G73880	0.105596925	1	0.000804623	0.468407737
AT1G73930	0.115810381	1	0.000804623	0.468407737
AT1G73980	0.010932599	0.185530142	-0.031264943	1
AT1G73990	0.01570255	0.143104964	-0.008731847	0.368297977
AT1G74020	-0.005575951	1	-0.004213898	1
AT1G74030	0.015738057	1	-0.025467609	0.103699264
AT1G74040	0.006000343	0.408695959	-0.004864853	0.419046124
AT1G74050	6.41523E-05	0.497617632	-0.003007963	0.430398131
AT1G74060	6.41523E-05	0.497617632	-0.003007963	0.430398131
AT1G74070	0.015815164	0.049616183	0.002062907	0.44128099
AT1G74090	0.005106236	0.30249678	-0.014941911	0.300171849
AT1G74100	-0.011596473	0.016569244	-0.017662947	0.213759836
AT1G74210	0.129355682	1	0.025343247	0.228664233
AT1G74230	0.01901165	1	-0.00363124	0.453232287
AT1G74260	-0.002682888	0.373344528	0.009187034	0.326894821
AT1G74270	0.011440605	0.235345667	-0.014553026	0.284788835
AT1G74310	0.025121355	1	-0.124580578	1
AT1G74380	0.010932599	0.185530142	-0.082739152	1
AT1G74470	-0.002380904	0.348123866	-0.015472921	0.055440155
AT1G74560	0.010932599	0.185530142	-0.115355518	1
AT1G74640	-0.014844163	1	-0.003654615	0.401795368
AT1G74690	0.01588437	1	-0.112160611	1
AT1G74730	0.001733846	0.407738368	0.223042957	1
AT1G74850	0.029892388	1	0.020584904	1
AT1G74880	0.174347802	0.020034177	0.15353108	1
AT1G74910	0.035247269	0.030144612	-0.006528935	0.274066944
AT1G74920	0.002876911	0.390716813	0.002628752	0.432898003
AT1G74960	-0.012048216	0.293897534	-0.015657101	0.227545934
AT1G74970	-0.007663928	0.0951412	0.006719834	0.346156929
AT1G75040	0.005315571	0.251537145	0.007624188	0.175202396
AT1G75100	0.010932599	0.185530142	0.000804623	0.468407737
AT1G75200	0.010932599	0.185530142	0.070167897	1
AT1G75210	0.010932599	0.185530142	0.000804623	0.468407737
AT1G75220	-0.114584943	1	0.119712784	0.002655103
AT1G75270	0.005759548	1	0.038733036	0.020718267
AT1G75280	0.036940023	0.00980473	-0.006645142	0.28666445
AT1G75290	0.010932599	0.185530142	-0.131288129	1
AT1G75300	0.131704512	1	0.006593418	1
AT1G75330	0.02210425	0.158536171	-0.00374403	0.406938302
AT1G75350	-0.011758528	0.321859046	-0.011852669	0.14847241
AT1G75460	0.01514347	0.362189824	0.000804623	0.468407737
AT1G75600	0.00324976	0.37777793	-0.009411821	0.284658847
AT1G75680	0.037699599	1	0.000804623	0.468407737
AT1G75690	0.02652876	1	-0.037539426	0.096702905
AT1G75750	0.001036943	1	0.023367466	0.322533667
AT1G75780	0.001322402	0.426421041	-0.004422437	0.286947744
AT1G75840	0.010932599	0.185530142	0.106057466	1
AT1G75950	0.010932599	0.185530142	0.067800303	1
AT1G75990	0.026270156	0.133862258	-0.023201613	0.282849376
AT1G76010	0.027790538	1	0.006821927	1
AT1G76020	0.010932599	0.185530142	0.159785872	1
AT1G76030	0.007806096	0.170176338	-0.005041282	0.307773488
AT1G76080	-0.004958015	0.211474226	-0.007808554	0.246823642
AT1G76100	-0.001699993	0.381026984	0.001365712	0.232956855
AT1G76140	0.000910926	0.475794788	7.05076E-05	0.499002621
AT1G76150	0.025906882	1	-0.031191032	0.257997414
AT1G76160	0.006432368	0.337924036	0.001577968	0.45779736
AT1G76180	0.003312161	0.462094146	0.004516491	0.388732619
AT1G76400	0.013982142	0.096932716	-0.001567988	0.470145868
AT1G76450	0.006213576	0.37118505	0.013387377	0.096963745
AT1G76550	0.014602258	0.190224565	0.0023219	1
AT1G76680	0.002588683	0.333791767	-0.003043089	0.370067558
AT1G76690	-0.011933872	0.303706153	0.004872968	0.196641055
AT1G76720	0.010932599	0.185530142	-0.109502754	1
AT1G76730	0.024144516	0.078357953	0.008162252	0.203986891
AT1G76760	0.010932599	0.185530142	0.000804623	0.468407737
AT1G76790	0.010932599	0.185530142	0.118131758	1
AT1G76810	0.019735669	0.256279198	-0.019348503	0.347105586
AT1G76820	0.010932599	0.185530142	-0.109502754	1
AT1G76850	-0.001172665	1	0.02739506	1
AT1G77060	0.013735451	0.209488727	-0.021319394	0.2397848
AT1G77090	-0.000393213	0.480968258	-0.012989121	0.239341009
AT1G77122	0.010932599	0.185530142	0.000804623	0.468407737
AT1G77180	0.092340382	1	0.061941598	1
AT1G77320	0.010932599	0.185530142	0.000804623	0.468407737
AT1G77420	0.010932599	0.185530142	0.076250185	1
AT1G77440	0.017702399	0.11517637	0.023955206	0.09967684
AT1G77490	0.002401711	0.392479108	0.008365198	0.28529323
AT1G77510	-0.008754619	0.190171865	-0.0124911	0.159167973
AT1G77550	0.039770175	1	0.000804623	0.468407737
AT1G77590	0.001112786	0.484817331	-0.005040202	0.347616185
AT1G77670	-0.006399052	0.41663429	-0.014834681	0.26600359
AT1G77710	0.006349838	0.391011666	-0.003208316	0.387175593
AT1G77750	0.086752807	1	0.000804623	0.468407737
AT1G77760	0.010932599	0.185530142	0.000804623	0.468407737
AT1G77940	-0.006104978	0.21663631	0.007005489	0.382915143
AT1G78010	0.12171222	1	0.097860248	0.014282628
AT1G78020	0.171714433	1	0.12525182	1
AT1G78040	0.136707611	1	-0.119815636	1
AT1G78060	0.016971309	0.264667018	0.00249169	0.430676883
AT1G78140	0.024967537	1	0.017586557	0.343031992
AT1G78150	0.007997794	0.383691341	-0.008593019	0.156199743
AT1G78300	0.010065426	0.111331555	-0.008528176	0.305797297
AT1G78320	0.010932599	0.185530142	-0.138839555	0.045252841
AT1G78360	-0.018996767	0.19861162	-0.009734571	1
AT1G78370	0.004930601	0.31768262	-0.013427567	0.186350421
AT1G78380	-0.003667317	0.310487836	-0.007416847	0.322001898
AT1G78490	0.010932599	0.185530142	0.077932419	1
AT1G78510	-0.114294323	1	-0.05346199	1
AT1G78570	0.010583431	0.151041953	-0.007136318	0.352316096
AT1G78630	-0.007455283	0.030893312	-0.010025457	0.267004217
AT1G78670	0.010932599	0.185530142	0.000804623	0.468407737
AT1G78680	-0.015468378	0.270206007	-0.012795016	0.216259366
AT1G78820	-0.027100265	0.133452755	0.007597574	0.339777122
AT1G78830	0.003680205	0.350469576	0.015202371	0.150954179
AT1G78850	0.019067285	0.215408628	0.014519639	0.241030936
AT1G78860	0.01525324	0.20453853	0.007575411	0.354092556
AT1G78870	0.005705871	0.339696279	0.02572034	0.176106233
AT1G78880	0.085368962	1	0.000804623	0.468407737
AT1G78900	0.006237973	0.124045431	0.001557234	0.432727402
AT1G78915	0.074476834	1	0.002056848	0.447096686
AT1G78920	0.109362215	0.038821786	0.000804623	0.468407737
AT1G79010	0.005201237	0.396654194	-0.005884635	0.256945874
AT1G79040	-0.003397429	0.330290364	-0.039698942	0.037248449
AT1G79060	0.010932599	0.185530142	0.043727462	1
AT1G79090	-0.005162048	1	0.005910044	0.293830007
AT1G79210	0.005336708	0.340495782	-0.003443017	0.360816655
AT1G79230	-0.000958845	0.475408139	-0.027520489	0.151285191
AT1G79260	0.089990046	1	0.000804623	0.468407737
AT1G79270	-0.02502602	1	0.000804623	0.468407737
AT1G79280	-0.000119169	0.494284545	0.008232859	1
AT1G79330	0.005301681	0.266764019	0.01304101	0.173792109
AT1G79340	0.027836577	0.049182648	0.013924398	0.308721145
AT1G79380	0.141490046	1	0.018646778	1
AT1G79440	0.014443686	0.127536658	-0.009883887	0.267174781
AT1G79470	-0.025294467	0.079936918	0.02804623	0.301029039
AT1G79500	0.00114805	0.414460924	0.007092465	0.041253881
AT1G79530	0.108078092	1	0.102719762	1
AT1G79550	-0.005439621	0.230534168	-0.001134918	0.450546095
AT1G79560	0.006106708	0.364674278	-0.020732424	1
AT1G79600	-0.002411715	0.452705829	0.020497532	0.152143994
AT1G79690	0.023257188	0.198194632	-0.008584042	0.260267258
AT1G79720	0.032086428	1	-0.03328666	1
AT1G79750	0.11495742	0.006727351	0.128853734	0.008997345
AT1G79760	0.010932599	0.185530142	-0.089611671	1
AT1G79790	0.031102241	1	0.014030591	0.099787346
AT1G79830	-0.010898866	1	-0.098076672	1
AT1G79850	-0.003929324	0.285285877	-0.014973896	0.290299103
AT1G79870	0.010520635	0.202609059	-0.013362507	0.246221153
AT1G79920	0.003852815	0.198422664	-0.001555665	0.39800952
AT1G79930	0.003250227	0.202213315	-0.001555665	0.39800952
AT1G79940	0.018141847	1	0.000250885	1
AT1G79990	0.005494008	1	0.003522341	0.467922418
AT1G80030	-0.007216731	0.416979201	-0.011495728	0.267170706
AT1G80070	-0.005766359	1	0.024946507	0.084826139
AT1G80230	-8.46E-05	1	-0.012751119	0.135569205
AT1G80300	0.018746059	0.06196848	0.001449656	0.460516857
AT1G80360	-0.002007755	0.398409938	0.008484816	0.414318881
AT1G80380	0.013959177	0.01836482	0.007791972	0.327290666
AT1G80410	-0.001293771	0.434497922	-0.0067185	0.119007765
AT1G80460	-0.003406217	0.433250058	0.016063641	0.376520859
AT1G80480	0.006144945	0.38689483	0.006612554	0.270480122
AT1G80490	0.012534766	0.254634596	-0.021230603	1
AT1G80500	0.010932599	0.185530142	0.095278446	1
AT1G80560	-0.005825646	0.388005514	-0.00835034	0.362815687
AT1G80600	0.005780104	0.203563934	0.000222755	0.490324171
AT1G80660	0.013717581	0.17001826	0.00772964	0.228564691
AT1G80670	0.098017464	0.011795447	-0.008571219	0.329940985
AT2G01090	0.010932599	0.185530142	-0.160585609	1
AT2G01140	-0.001873231	0.417198336	0.022948233	0.099461487
AT2G01220	0.010932599	0.185530142	0.020705921	1
AT2G01250	0.006665473	0.304155624	-0.01459427	0.073971135
AT2G01320	0.105996073	1	-0.01578613	1
AT2G01350	0.054159148	0.028661149	-0.010765255	0.278331797
AT2G01390	0.010932599	0.185530142	0.000804623	0.468407737
AT2G01470	0.105216921	1	-0.01531643	0.383424286
AT2G01490	0.088137349	1	0.073705237	0.009432536
AT2G01520	-0.006138933	1	0.024082779	0.325496677
AT2G01530	-0.113846331	1	0.000804623	0.468407737
AT2G01600	0.151369226	1	0.000804623	0.468407737
AT2G01650	0.043276621	1	0.000804623	0.468407737
AT2G01690	0.014501758	0.357246798	0.003006525	1
AT2G01720	0.006266271	0.343332702	-0.011659757	0.165285883
AT2G01755	0.158112228	1	-0.028418216	0.099125069
AT2G01970	0.018293998	0.099576004	-0.035076449	0.018666025
AT2G02000	0.198623501	0.006153753	-0.010978056	1
AT2G02010	0.016375733	0.168296402	0.003980071	0.435696508
AT2G02040	0.010932599	0.185530142	0.052082236	1
AT2G02050	0.004084432	0.414932562	-0.040566912	0.060066581
AT2G02150	-0.060267925	1	0.135469622	0.073957269
AT2G02390	0.154022222	1	0.017282238	1
AT2G02500	0.019756595	0.284561289	-0.016644259	0.248714593
AT2G02510	-0.010866042	1	0.000804623	0.468407737
AT2G02560	0.014856554	0.173506916	0.019178104	0.01996824
AT2G02740	0.020901575	1	-0.002433906	1
AT2G02930	-0.00171192	0.37685021	0.00239262	0.433131449
AT2G03140	0.010932599	0.185530142	-0.091273916	1
AT2G03390	-0.017792042	0.095979123	-0.022216381	0.199156853
AT2G03420	-0.133179444	1	0.099221794	1
AT2G03430	0.010932599	0.185530142	0.000804623	0.468407737
AT2G03440	-0.000372064	0.479456075	0.013335462	0.360676891
AT2G03510	0.099034717	1	-0.004583542	1
AT2G03550	0.008486963	1	0.02838195	1
AT2G03640	0.111267873	1	0.000804623	0.468407737
AT2G03670	-0.095772612	1	0.000804623	0.468407737
AT2G03680	0.00088888	0.462347526	0.016090061	0.312225923
AT2G03750	-0.013338471	1	-0.025978382	1
AT2G03760	0.010932599	0.185530142	0.000804623	0.468407737
AT2G03870	0.129799741	1	0.073917777	1
AT2G03980	0.010932599	0.185530142	0.02277638	1
AT2G04030	0.009054511	0.083696487	-0.011801674	0.212565961
AT2G04039	-0.040926972	0.141321419	0.013004901	1
AT2G04160	0.106247401	0.05415871	-0.02314178	0.137586266
AT2G04280	0.010932599	0.185530142	0.000804623	0.468407737
AT2G04350	0.000955505	0.467179313	0.013308653	0.203217804
AT2G04390	0.010708779	0.071778372	-0.016161575	0.088042159
AT2G04400	0.004918135	0.282673093	0.002564892	0.442770338
AT2G04520	0.010932599	0.185530142	0.000804623	0.468407737
AT2G04540	0.010932599	0.185530142	-0.059799115	1
AT2G04650	0.025923583	0.153320634	-0.002785545	0.43325086
AT2G04690	0.125967167	0.011425668	-0.019511751	1
AT2G04700	0.007004773	0.213017486	0.006883479	0.300365644
AT2G04842	0.010432776	0.204791423	0.007195203	0.285170596
AT2G04880	0.082018774	1	0.000804623	0.468407737
AT2G05070	-0.009516419	0.072364924	0.003101595	0.395214267
AT2G05100	-0.009516419	0.072364924	0.003101595	0.395214267
AT2G05120	0.010932599	0.185530142	0.093996057	1
AT2G05140	0.010932599	0.185530142	-0.101070572	1
AT2G05170	0.142174805	1	-0.005170508	0.27840243
AT2G05220	0.010708779	0.071778372	-0.016161575	0.088042159
AT2G05310	0.018839371	0.123205531	-0.019734426	0.157322958
AT2G05580	0.010932599	0.185530142	0.05617439	1
AT2G05620	0.020029808	1	0.015966923	0.210064372
AT2G05710	0.006529291	0.254196071	-0.002017147	0.455464645
AT2G05830	0.001377666	0.430936886	-0.028668157	0.193759263
AT2G05840	0.001412299	0.472766909	0.017329119	0.15044777
AT2G05920	0.007541453	0.349354208	-0.037949767	0.028343103
AT2G05990	0.003716103	0.424522433	-0.00062765	0.470860535
AT2G06050	0.009412967	0.17723289	-0.009134243	0.315107665
AT2G06850	0.008065799	0.263309203	-0.006355728	0.345262203
AT2G06925	0.096211856	1	0.000804623	0.468407737
AT2G07050	0.009894343	0.236585659	-0.012499697	0.37740127
AT2G07340	0.142480237	0.00279187	0.000804623	0.468407737
AT2G07360	0.036410165	1	-0.106183937	1
AT2G07560	0.001023947	0.471153963	0.034661763	0.007362513
AT2G07681	0.17211488	1	0.000804623	0.468407737
AT2G07698	0.002210791	0.392963432	0.002190923	0.409070687
AT2G07707	0.006673579	0.380999698	0.040923257	0.031696977
AT2G07732	-0.001703005	0.416630752	0.006642997	1
AT2G09990	0.001627267	0.462156644	0.018804689	0.045881665
AT2G10940	-0.003214174	0.102176218	0.00872738	0.199819774
AT2G12190	0.011485915	1	0.004488616	1
AT2G12280	-0.015616493	0.124475392	-0.014008798	0.173749358
AT2G13360	-0.000638141	0.468068576	0.007043747	0.286996334
AT2G13440	-0.020279606	1	-0.020251062	1
AT2G13540	0.025906261	1	0.011528802	1
AT2G13560	-0.001554768	0.479389523	-0.022517641	0.184794077
AT2G13640	-0.098883387	1	0.000804623	0.468407737
AT2G14120	-0.004316809	0.424499534	-0.037572049	0.302717994
AT2G14170	0.012623602	1	-0.009865201	0.17585381
AT2G14260	0.010366447	0.258786278	-0.001553985	0.473297618
AT2G14560	0.126704954	1	0.104641145	0.00944682
AT2G14720	0.012687981	0.089871263	-0.020011662	0.153115727
AT2G14740	0.016824049	0.12133903	-0.011751091	0.260210846
AT2G14750	-0.006957395	0.303561693	-0.004591861	0.377403199
AT2G14880	0.015880815	0.143015159	-0.029307774	1
AT2G15290	-0.001036801	0.476182249	0.005133866	1
AT2G15320	0.055143223	1	0.111113122	1
AT2G15400	0.010932599	0.185530142	0.106511679	1
AT2G15430	0.007172824	1	0.027755593	1
AT2G15570	0.141689594	1	0.000804623	0.468407737
AT2G15620	-0.005862534	0.337324171	0.005281881	0.229554798
AT2G15860	0.010932599	0.185530142	0.000804623	0.468407737
AT2G15890	0.010932599	0.185530142	0.120242871	1
AT2G16070	0.010932599	0.185530142	0.009948117	1
AT2G16360	-0.005951506	0.052029458	-0.013466935	0.064492527
AT2G16430	0.018249636	1	0.006674265	0.174016677
AT2G16460	0.018913136	1	0.095089825	0.002427923
AT2G16570	-0.00269139	0.423822041	-0.002409602	1
AT2G16600	-0.013067258	0.094420853	-0.007665317	0.196703834
AT2G16860	0.121830163	1	0.000804623	0.468407737
AT2G16920	0.11176484	1	0.000804623	0.468407737
AT2G16950	0.011643023	0.223411424	-0.002427429	0.431941659
AT2G17110	0.136933589	1	0.000804623	0.468407737
AT2G17130	-0.015585467	0.198102996	-0.015629843	0.257805766
AT2G17190	0.002809789	1	-0.003026704	0.415818359
AT2G17200	0.001873588	0.475369143	-0.01433175	0.251293476
AT2G17210	0.010932599	0.185530142	-0.15265231	1
AT2G17265	0.019276797	0.180181854	-0.021917012	0.12752743
AT2G17290	0.010932599	0.185530142	0.000804623	0.468407737
AT2G17320	-0.004278223	1	-0.022741374	0.140715282
AT2G17340	-0.003148667	0.361288788	-0.016422099	0.317299138
AT2G17360	0.001377307	0.452612514	-0.022203569	0.067667528
AT2G17380	0.147248065	1	-0.129110396	1
AT2G17390	0.001154187	0.455648052	-0.015209607	0.205900555
AT2G17420	0.010988266	0.355949704	-0.010649561	0.397313384
AT2G17510	0.124187358	0.071979991	0.16979511	1
AT2G17630	0.013228308	0.27957914	-0.017383096	0.165659509
AT2G17695	0.032240516	1	0.015164376	0.285891738
AT2G17790	0.127305867	1	0.119896415	1
AT2G17840	0.009798369	1	-0.00514358	0.376691179
AT2G17870	0.027091139	0.139893918	-0.031648679	0.279202204
AT2G17972	0.167765862	1	0.000804623	0.468407737
AT2G17980	0.005403539	1	-0.015216222	0.360225688
AT2G18020	0.003943652	0.431933568	-0.005311587	0.28609986
AT2G18040	-3.41E-05	0.497370015	0.001973172	0.447904664
AT2G18110	0.011665593	0.140833552	-0.022158708	0.010464965
AT2G18230	-0.004316654	0.433649385	-0.020568267	0.130797435
AT2G18250	0.110762684	1	-0.001219552	1
AT2G18330	0.017089961	1	-0.017254094	0.11068386
AT2G18450	0.007892922	0.139535174	-0.023657996	0.170429247
AT2G18510	0.035654342	1	-0.025535151	0.040379861
AT2G18620	0.015591513	0.14261903	-0.039091604	1
AT2G18700	0.010932599	0.185530142	0.061281525	1
AT2G18710	0.0100248	0.314667564	0.023433587	0.104426514
AT2G18730	0.013074782	1	0.059741438	1
AT2G18740	0.082526002	1	-0.056180797	1
AT2G18960	0.005839319	0.177897955	-0.006103141	0.095028017
AT2G19080	0.023541971	1	-0.022616589	0.240083559
AT2G19170	-0.098466942	2.77056E-05	-0.132698594	1
AT2G19480	0.003032035	0.331561958	-0.004276153	0.419568558
AT2G19520	0.006743141	0.416839821	-0.004275152	0.401466165
AT2G19540	0.010932599	0.185530142	0.000804623	0.468407737
AT2G19570	0.024067458	1	0.029813283	1
AT2G19730	0.003402084	0.389335268	-0.020797185	0.035551694
AT2G19740	-0.024252863	0.027617451	-0.014875587	0.172646944
AT2G19750	0.146608689	1	0.011486494	1
AT2G19760	0.012985693	0.324703721	-0.031424746	0.101290478
AT2G19830	-0.023434193	1	-0.011039717	1
AT2G19860	0.004421174	0.370247718	-0.007998833	0.348387597
AT2G19870	0.084280843	1	0.000804623	0.468407737
AT2G19900	0.120740464	0.107733714	0.151142564	0.016929873
AT2G19940	-0.000903812	0.459844538	-0.003703658	0.399360219
AT2G19950	0.109667955	1	0.000804623	0.468407737
AT2G20050	0.019930106	1	0.085118899	1
